,ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Facing,Availability_Status
104575,104576,Karnataka,Bangalore,Central,Independent House,1,4965,325.83,0.07,1995,Furnished,21,9,30,5,4,West,Ready_to_Move
104640,104641,Karnataka,Bangalore,North-East,Apartment,3,3855,380.84,0.1,2016,Semi-furnished,17,15,9,9,5,East,Under_Construction
104645,104646,Karnataka,Bangalore,Central,Apartment,5,1297,411.6,0.32,2017,Unfurnished,11,22,8,6,6,South,Ready_to_Move
104650,104651,Karnataka,Bangalore,North-East,Apartment,3,4697,196.8,0.04,2017,Furnished,27,22,8,7,7,West,Under_Construction
104652,104653,Karnataka,Bangalore,North,Independent House,3,1096,482.79,0.44,1999,Unfurnished,15,12,26,8,9,North,Ready_to_Move
104744,104745,Karnataka,Bangalore,South-West,Apartment,2,2398,79.53,0.03,2006,Unfurnished,0,21,19,8,8,East,Under_Construction
104916,104917,Karnataka,Bangalore,Central,Independent House,5,4264,492.09,0.12,1996,Unfurnished,9,9,29,8,6,East,Under_Construction
104984,104985,Karnataka,Bangalore,Central,Villa,2,3507,370.01,0.11,2002,Furnished,19,6,23,10,8,North,Under_Construction
105024,105025,Karnataka,Bangalore,East,Apartment,2,2990,140.49,0.05,2003,Semi-furnished,11,15,22,9,2,East,Under_Construction
105104,105105,Karnataka,Bangalore,South-West,Villa,4,2004,232.85,0.12,2010,Furnished,16,5,15,6,9,North,Under_Construction
105220,105221,Karnataka,Bangalore,North-East,Apartment,5,4122,138.02,0.03,1996,Semi-furnished,0,20,29,3,7,West,Ready_to_Move
105276,105277,Karnataka,Bangalore,East,Apartment,2,2759,497.81,0.18,2011,Furnished,25,8,14,10,5,West,Ready_to_Move
105482,105483,Karnataka,Bangalore,Central,Apartment,2,4135,191.84,0.05,2008,Unfurnished,4,13,17,3,5,East,Ready_to_Move
105500,105501,Karnataka,Bangalore,Central,Apartment,5,2539,104.63,0.04,2020,Semi-furnished,2,14,5,10,10,North,Under_Construction
105502,105503,Karnataka,Bangalore,North,Villa,3,3734,43.5,0.01,2006,Unfurnished,18,15,19,10,9,South,Under_Construction
105597,105598,Karnataka,Bangalore,North,Apartment,5,3630,232.12,0.06,2002,Unfurnished,9,7,23,2,8,East,Ready_to_Move
105647,105648,Karnataka,Bangalore,North-East,Independent House,5,2081,351.49,0.17,1998,Furnished,20,6,27,9,7,West,Under_Construction
105782,105783,Karnataka,Bangalore,North-East,Independent House,4,3802,136.54,0.04,2012,Unfurnished,22,6,13,10,1,South,Ready_to_Move
105796,105797,Karnataka,Bangalore,East,Independent House,4,590,67.87,0.12,2018,Semi-furnished,0,26,7,2,9,North,Under_Construction
105847,105848,Karnataka,Bangalore,West,Independent House,2,3700,422.91,0.11,2004,Unfurnished,1,12,21,2,10,West,Under_Construction
105863,105864,Karnataka,Bangalore,South,Apartment,4,2727,469.65,0.17,2013,Unfurnished,28,23,12,8,1,North,Under_Construction
105874,105875,Karnataka,Bangalore,North-East,Villa,5,2069,327.52,0.16,2016,Semi-furnished,10,13,9,1,2,South,Under_Construction
105884,105885,Karnataka,Bangalore,South-East,Independent House,5,3133,61.13,0.02,1996,Unfurnished,0,28,29,1,5,West,Under_Construction
105950,105951,Karnataka,Bangalore,Central,Villa,2,1554,324.02,0.21,2006,Unfurnished,1,2,19,1,3,South,Under_Construction
106023,106024,Karnataka,Bangalore,South-West,Apartment,5,3180,306.54,0.1,2014,Semi-furnished,9,21,11,1,9,South,Under_Construction
106041,106042,Karnataka,Bangalore,East,Villa,1,1805,402.05,0.22,2010,Semi-furnished,13,16,15,7,1,North,Under_Construction
106159,106160,Karnataka,Bangalore,West,Independent House,3,2581,119.2,0.05,2016,Semi-furnished,14,28,9,4,9,North,Under_Construction
106180,106181,Karnataka,Bangalore,Central,Independent House,4,1746,405.76,0.23,2020,Unfurnished,8,27,5,9,9,South,Under_Construction
106201,106202,Karnataka,Bangalore,North,Villa,5,2085,110.96,0.05,2016,Semi-furnished,7,6,9,4,10,East,Under_Construction
106333,106334,Karnataka,Bangalore,West,Independent House,3,3100,381.74,0.12,2002,Furnished,27,16,23,1,1,East,Ready_to_Move
106337,106338,Karnataka,Bangalore,Central,Apartment,5,2718,315.12,0.12,2020,Furnished,14,22,5,2,1,South,Under_Construction
106338,106339,Karnataka,Bangalore,East,Villa,1,3632,225.55,0.06,2005,Furnished,30,13,20,6,2,South,Under_Construction
106350,106351,Karnataka,Bangalore,East,Apartment,2,4655,471.16,0.1,2016,Unfurnished,13,19,9,1,10,South,Under_Construction
106450,106451,Karnataka,Bangalore,West,Apartment,2,3212,349.46,0.11,1997,Unfurnished,11,16,28,4,5,West,Ready_to_Move
106869,106870,Karnataka,Bangalore,South,Villa,1,1532,140.79,0.09,2020,Furnished,17,20,5,10,4,South,Under_Construction
106892,106893,Karnataka,Bangalore,North-East,Independent House,1,1630,325.11,0.2,2020,Semi-furnished,20,1,5,2,5,South,Under_Construction
106896,106897,Karnataka,Bangalore,Central,Independent House,1,3658,292.15,0.08,2016,Unfurnished,17,26,9,1,2,North,Ready_to_Move
106937,106938,Karnataka,Bangalore,West,Villa,2,2653,147.0,0.06,2006,Semi-furnished,27,25,19,5,9,South,Ready_to_Move
106957,106958,Karnataka,Bangalore,South-West,Independent House,4,2455,215.32,0.09,1997,Furnished,15,8,28,7,4,East,Ready_to_Move
107007,107008,Karnataka,Bangalore,South-East,Villa,1,4050,159.79,0.04,2018,Semi-furnished,21,29,7,3,10,South,Ready_to_Move
107017,107018,Karnataka,Bangalore,South-East,Villa,4,2171,210.09,0.1,1998,Furnished,30,14,27,1,10,North,Under_Construction
107051,107052,Karnataka,Bangalore,South,Villa,3,2480,140.88,0.06,1993,Unfurnished,2,3,32,8,2,North,Ready_to_Move
107093,107094,Karnataka,Bangalore,Central,Apartment,1,2444,49.29,0.02,2023,Unfurnished,23,16,2,10,5,East,Ready_to_Move
107300,107301,Karnataka,Bangalore,South-East,Apartment,3,4441,144.65,0.03,2019,Furnished,11,21,6,2,5,East,Ready_to_Move
107369,107370,Karnataka,Bangalore,Central,Independent House,3,3911,150.54,0.04,1998,Furnished,4,12,27,3,2,North,Ready_to_Move
107389,107390,Karnataka,Bangalore,North-East,Apartment,2,564,197.11,0.35,2001,Semi-furnished,16,8,24,3,3,West,Ready_to_Move
107496,107497,Karnataka,Bangalore,South-West,Independent House,1,3382,355.07,0.1,2009,Furnished,25,10,16,2,10,North,Ready_to_Move
107508,107509,Karnataka,Bangalore,North,Independent House,3,3290,225.42,0.07,2013,Furnished,11,10,12,6,3,West,Ready_to_Move
107729,107730,Karnataka,Bangalore,West,Apartment,4,2917,480.69,0.16,1996,Unfurnished,8,9,29,4,7,East,Ready_to_Move
107959,107960,Karnataka,Bangalore,South,Villa,1,4624,460.31,0.1,2009,Semi-furnished,29,12,16,4,6,North,Under_Construction
107984,107985,Karnataka,Bangalore,South,Apartment,1,4265,413.51,0.1,2006,Furnished,6,16,19,9,5,East,Ready_to_Move
108021,108022,Karnataka,Bangalore,West,Villa,3,4732,418.83,0.09,2017,Unfurnished,16,3,8,4,5,North,Under_Construction
108137,108138,Karnataka,Bangalore,North-East,Villa,3,3478,414.08,0.12,2007,Furnished,2,3,18,5,5,North,Under_Construction
108187,108188,Karnataka,Bangalore,North,Villa,5,2957,397.06,0.13,2011,Furnished,7,22,14,5,3,North,Under_Construction
108267,108268,Karnataka,Bangalore,South-East,Villa,3,800,329.93,0.41,2018,Semi-furnished,7,19,7,5,7,East,Under_Construction
108293,108294,Karnataka,Bangalore,South-East,Villa,5,3528,102.17,0.03,2021,Furnished,10,1,4,6,7,East,Ready_to_Move
108392,108393,Karnataka,Bangalore,West,Villa,3,2535,223.89,0.09,2012,Furnished,13,26,13,4,3,South,Ready_to_Move
108610,108611,Karnataka,Bangalore,North,Independent House,4,1458,38.48,0.03,2023,Furnished,9,2,2,2,2,North,Under_Construction
108645,108646,Karnataka,Bangalore,East,Villa,1,4913,416.0,0.08,1992,Semi-furnished,3,1,33,1,10,West,Ready_to_Move
108733,108734,Karnataka,Bangalore,Central,Independent House,2,3409,447.63,0.13,2021,Semi-furnished,12,23,4,6,9,North,Ready_to_Move
108809,108810,Karnataka,Bangalore,South-East,Apartment,4,1018,253.42,0.25,1997,Semi-furnished,3,11,28,5,6,North,Ready_to_Move
108813,108814,Karnataka,Bangalore,South,Villa,4,793,299.4,0.38,2017,Unfurnished,29,24,8,6,5,West,Ready_to_Move
108849,108850,Karnataka,Bangalore,North,Independent House,1,4704,242.81,0.05,2023,Furnished,6,6,2,4,7,West,Ready_to_Move
108870,108871,Karnataka,Bangalore,Central,Apartment,1,1793,47.98,0.03,2021,Furnished,20,8,4,3,10,South,Ready_to_Move
108893,108894,Karnataka,Bangalore,South-West,Apartment,1,3048,340.84,0.11,2017,Unfurnished,10,27,8,4,8,East,Ready_to_Move
109089,109090,Karnataka,Bangalore,North,Apartment,4,1742,274.81,0.16,2009,Semi-furnished,13,18,16,6,10,South,Under_Construction
109133,109134,Karnataka,Bangalore,North,Villa,4,3454,266.4,0.08,2018,Furnished,19,1,7,7,4,South,Ready_to_Move
109243,109244,Karnataka,Bangalore,South-West,Villa,5,1925,441.7,0.23,2019,Furnished,27,29,6,2,7,South,Under_Construction
109267,109268,Karnataka,Bangalore,North,Independent House,5,3418,490.47,0.14,2012,Unfurnished,16,21,13,9,2,East,Under_Construction
109289,109290,Karnataka,Bangalore,North-East,Independent House,1,4803,340.19,0.07,2000,Semi-furnished,8,24,25,7,4,East,Under_Construction
109432,109433,Karnataka,Bangalore,South-West,Apartment,4,3987,232.69,0.06,2021,Furnished,16,18,4,6,4,South,Under_Construction
109465,109466,Karnataka,Bangalore,South-East,Villa,4,1334,125.19,0.09,1994,Furnished,6,28,31,9,9,North,Under_Construction
109475,109476,Karnataka,Bangalore,North-East,Villa,2,4256,172.92,0.04,2011,Furnished,20,14,14,3,4,South,Ready_to_Move
109495,109496,Karnataka,Bangalore,North-East,Apartment,3,4853,469.3,0.1,2014,Furnished,5,23,11,1,4,North,Ready_to_Move
109503,109504,Karnataka,Bangalore,North-East,Villa,4,2581,59.64,0.02,2009,Furnished,7,30,16,6,7,South,Ready_to_Move
109509,109510,Karnataka,Bangalore,South,Apartment,4,2024,370.02,0.18,2015,Semi-furnished,6,16,10,5,1,North,Under_Construction
109693,109694,Karnataka,Bangalore,South,Villa,4,3119,391.81,0.13,2002,Unfurnished,3,19,23,9,5,South,Under_Construction
109800,109801,Karnataka,Bangalore,South,Villa,1,4806,468.76,0.1,1998,Unfurnished,18,18,27,10,7,East,Under_Construction
109925,109926,Karnataka,Bangalore,Central,Villa,3,1949,322.23,0.17,2015,Furnished,10,2,10,9,10,East,Ready_to_Move
110092,110093,Karnataka,Bangalore,North-East,Villa,5,1834,44.09,0.02,2019,Semi-furnished,2,3,6,9,5,West,Ready_to_Move
110167,110168,Karnataka,Bangalore,Central,Villa,1,3211,351.33,0.11,1996,Unfurnished,28,21,29,5,9,South,Ready_to_Move
110225,110226,Karnataka,Bangalore,South-East,Apartment,2,1356,87.16,0.06,2023,Furnished,29,22,2,10,9,North,Under_Construction
110254,110255,Karnataka,Bangalore,North,Villa,5,4928,496.58,0.1,2003,Unfurnished,30,12,22,8,6,North,Ready_to_Move
110507,110508,Karnataka,Bangalore,North-East,Villa,2,1178,56.81,0.05,2001,Furnished,5,9,24,10,2,North,Ready_to_Move
110526,110527,Karnataka,Bangalore,South,Apartment,2,1151,184.8,0.16,2022,Unfurnished,6,10,3,2,9,North,Ready_to_Move
110546,110547,Karnataka,Bangalore,North,Independent House,4,3823,19.2,0.01,2004,Semi-furnished,3,22,21,6,10,West,Ready_to_Move
110606,110607,Karnataka,Bangalore,West,Villa,5,3958,66.74,0.02,1990,Furnished,7,2,35,1,1,West,Under_Construction
110618,110619,Karnataka,Bangalore,South-East,Apartment,3,642,39.31,0.06,2009,Semi-furnished,5,27,16,3,10,West,Ready_to_Move
110698,110699,Karnataka,Bangalore,North,Independent House,2,1950,467.96,0.24,2002,Unfurnished,2,23,23,2,1,South,Ready_to_Move
110757,110758,Karnataka,Bangalore,North-East,Apartment,3,1921,284.65,0.15,1995,Semi-furnished,17,29,30,2,4,West,Under_Construction
110882,110883,Karnataka,Bangalore,South,Villa,3,3086,495.3,0.16,2000,Semi-furnished,7,28,25,7,8,South,Ready_to_Move
111011,111012,Karnataka,Bangalore,Central,Apartment,4,2925,262.23,0.09,2007,Furnished,16,8,18,8,9,North,Ready_to_Move
111037,111038,Karnataka,Bangalore,North-East,Apartment,3,1748,415.41,0.24,2019,Furnished,24,3,6,6,4,North,Ready_to_Move
111197,111198,Karnataka,Bangalore,South,Villa,5,4087,294.11,0.07,2005,Unfurnished,28,7,20,7,10,East,Under_Construction
111252,111253,Karnataka,Bangalore,South,Independent House,3,3508,415.32,0.12,2006,Semi-furnished,17,7,19,6,10,West,Under_Construction
111276,111277,Karnataka,Bangalore,West,Villa,5,4762,364.44,0.08,2014,Semi-furnished,5,29,11,10,2,North,Ready_to_Move
111294,111295,Karnataka,Bangalore,South,Apartment,5,3598,417.06,0.12,1994,Semi-furnished,2,8,31,4,6,North,Under_Construction
111300,111301,Karnataka,Bangalore,South,Independent House,2,1070,156.98,0.15,2000,Semi-furnished,28,4,25,1,1,South,Under_Construction
111395,111396,Karnataka,Bangalore,South-West,Apartment,3,1996,35.69,0.02,2008,Semi-furnished,5,18,17,1,2,North,Ready_to_Move
111576,111577,Karnataka,Bangalore,South,Villa,1,891,15.22,0.02,2013,Furnished,30,11,12,8,8,South,Ready_to_Move
111596,111597,Karnataka,Bangalore,South-East,Villa,1,4506,268.22,0.06,1991,Semi-furnished,19,10,34,10,10,South,Under_Construction
111740,111741,Karnataka,Bangalore,North,Villa,1,4937,360.58,0.07,2012,Unfurnished,18,16,13,1,10,North,Under_Construction
111745,111746,Karnataka,Bangalore,South-East,Apartment,1,3036,372.28,0.12,2003,Semi-furnished,7,1,22,9,8,North,Under_Construction
111797,111798,Karnataka,Bangalore,South-East,Villa,5,1650,127.8,0.08,2003,Furnished,3,26,22,8,7,North,Ready_to_Move
111848,111849,Karnataka,Bangalore,East,Apartment,2,3255,425.35,0.13,2015,Semi-furnished,24,25,10,2,8,South,Ready_to_Move
111856,111857,Karnataka,Bangalore,North,Apartment,3,3015,343.29,0.11,1994,Semi-furnished,16,26,31,9,2,North,Under_Construction
111868,111869,Karnataka,Bangalore,East,Independent House,1,1628,162.11,0.1,2005,Semi-furnished,14,20,20,6,8,East,Ready_to_Move
111896,111897,Karnataka,Bangalore,West,Independent House,5,3707,101.95,0.03,2015,Unfurnished,4,9,10,3,8,West,Under_Construction
112036,112037,Karnataka,Bangalore,South-West,Independent House,4,4984,253.87,0.05,2003,Unfurnished,9,6,22,4,8,North,Ready_to_Move
112042,112043,Karnataka,Bangalore,North,Independent House,1,1104,132.76,0.12,2003,Unfurnished,8,4,22,6,10,South,Ready_to_Move
112139,112140,Karnataka,Bangalore,North,Apartment,1,4223,397.89,0.09,2016,Furnished,21,26,9,3,8,East,Ready_to_Move
112181,112182,Karnataka,Bangalore,East,Villa,4,611,36.23,0.06,1995,Furnished,26,6,30,6,4,North,Ready_to_Move
112203,112204,Karnataka,Bangalore,South-West,Independent House,2,4673,493.03,0.11,2002,Semi-furnished,7,25,23,6,2,East,Ready_to_Move
112320,112321,Karnataka,Bangalore,South-West,Apartment,3,1469,324.09,0.22,2016,Semi-furnished,19,28,9,8,10,North,Under_Construction
112395,112396,Karnataka,Bangalore,North,Villa,4,1904,196.43,0.1,2022,Furnished,3,10,3,2,10,North,Ready_to_Move
112525,112526,Karnataka,Bangalore,North-East,Independent House,5,1629,170.63,0.1,2023,Semi-furnished,14,10,2,8,7,West,Ready_to_Move
112541,112542,Karnataka,Bangalore,South-West,Independent House,2,2788,16.5,0.01,2008,Unfurnished,26,30,17,4,8,South,Under_Construction
112596,112597,Karnataka,Bangalore,East,Independent House,4,1957,183.99,0.09,2020,Furnished,8,18,5,4,8,West,Under_Construction
112612,112613,Karnataka,Bangalore,Central,Independent House,3,2333,228.52,0.1,2015,Semi-furnished,10,14,10,6,1,West,Ready_to_Move
112745,112746,Karnataka,Bangalore,East,Independent House,2,4151,321.42,0.08,2016,Unfurnished,13,24,9,2,10,North,Ready_to_Move
112860,112861,Karnataka,Bangalore,Central,Apartment,5,4679,85.82,0.02,2001,Semi-furnished,6,14,24,7,9,East,Ready_to_Move
112863,112864,Karnataka,Bangalore,South-East,Villa,4,2562,333.82,0.13,1997,Unfurnished,20,2,28,7,3,East,Under_Construction
112907,112908,Karnataka,Bangalore,South-West,Independent House,4,4734,163.76,0.03,2003,Unfurnished,28,18,22,3,10,North,Ready_to_Move
112931,112932,Karnataka,Bangalore,South-West,Villa,3,2332,224.02,0.1,2007,Semi-furnished,29,13,18,10,9,South,Ready_to_Move
112974,112975,Karnataka,Bangalore,Central,Independent House,2,1129,59.69,0.05,2023,Furnished,2,23,2,2,1,North,Ready_to_Move
113090,113091,Karnataka,Bangalore,South,Independent House,1,4809,240.67,0.05,1992,Unfurnished,30,20,33,4,3,North,Ready_to_Move
113092,113093,Karnataka,Bangalore,North-East,Villa,4,4438,458.26,0.1,1992,Furnished,6,28,33,7,2,South,Ready_to_Move
113110,113111,Karnataka,Bangalore,North-East,Villa,3,1774,328.49,0.19,2007,Furnished,9,17,18,3,2,East,Ready_to_Move
113143,113144,Karnataka,Bangalore,South-West,Independent House,1,2359,490.04,0.21,2008,Unfurnished,29,26,17,4,8,East,Ready_to_Move
113152,113153,Karnataka,Bangalore,North,Independent House,5,2480,287.56,0.12,2015,Furnished,26,15,10,10,7,North,Under_Construction
113248,113249,Karnataka,Bangalore,Central,Villa,4,3302,103.39,0.03,2000,Unfurnished,10,20,25,1,4,South,Under_Construction
113265,113266,Karnataka,Bangalore,South,Apartment,3,3948,475.61,0.12,2016,Unfurnished,28,10,9,4,4,North,Ready_to_Move
113419,113420,Karnataka,Bangalore,West,Apartment,4,1985,80.72,0.04,1991,Semi-furnished,9,28,34,4,7,North,Ready_to_Move
113439,113440,Karnataka,Bangalore,North-East,Villa,5,2292,328.73,0.14,1993,Semi-furnished,6,4,32,7,4,North,Under_Construction
113528,113529,Karnataka,Bangalore,North,Apartment,4,1337,14.15,0.01,2012,Unfurnished,29,2,13,1,3,West,Under_Construction
113534,113535,Karnataka,Bangalore,North,Villa,2,2349,27.26,0.01,2019,Unfurnished,20,11,6,10,3,South,Under_Construction
113547,113548,Karnataka,Bangalore,East,Independent House,4,2823,99.97,0.04,2021,Semi-furnished,29,1,4,7,1,North,Under_Construction
113571,113572,Karnataka,Bangalore,South-East,Villa,3,2413,262.53,0.11,2023,Semi-furnished,2,9,2,7,1,East,Ready_to_Move
113608,113609,Karnataka,Bangalore,North-East,Villa,3,1540,96.55,0.06,2021,Furnished,25,29,4,3,2,South,Ready_to_Move
113612,113613,Karnataka,Bangalore,South-West,Villa,3,2511,444.38,0.18,1990,Semi-furnished,23,9,35,6,7,South,Ready_to_Move
113650,113651,Karnataka,Bangalore,East,Apartment,2,3641,137.9,0.04,2009,Furnished,22,30,16,7,2,South,Ready_to_Move
113667,113668,Karnataka,Bangalore,South-West,Villa,5,1374,441.11,0.32,2000,Semi-furnished,28,22,25,6,5,North,Ready_to_Move
113689,113690,Karnataka,Bangalore,Central,Independent House,3,4355,258.57,0.06,2008,Semi-furnished,21,1,17,6,3,West,Under_Construction
113794,113795,Karnataka,Bangalore,South-East,Villa,5,2560,443.34,0.17,2007,Unfurnished,4,25,18,5,1,East,Ready_to_Move
113806,113807,Karnataka,Bangalore,North,Villa,5,1991,153.95,0.08,1997,Semi-furnished,28,23,28,2,3,South,Ready_to_Move
113837,113838,Karnataka,Bangalore,West,Apartment,2,2831,446.13,0.16,2020,Furnished,19,13,5,2,4,East,Under_Construction
113902,113903,Karnataka,Bangalore,North-East,Apartment,2,3602,192.72,0.05,2019,Unfurnished,30,21,6,8,6,West,Ready_to_Move
113916,113917,Karnataka,Bangalore,North,Villa,3,2722,463.0,0.17,2014,Furnished,15,27,11,7,10,East,Ready_to_Move
113997,113998,Karnataka,Bangalore,North,Apartment,2,2183,24.89,0.01,2017,Furnished,2,25,8,5,2,West,Under_Construction
114048,114049,Karnataka,Bangalore,West,Apartment,3,2474,356.89,0.14,2022,Furnished,25,6,3,3,8,West,Under_Construction
114075,114076,Karnataka,Bangalore,South-West,Apartment,1,2993,63.78,0.02,2018,Semi-furnished,8,8,7,9,10,East,Ready_to_Move
114082,114083,Karnataka,Bangalore,South-West,Independent House,1,1728,279.1,0.16,1990,Furnished,2,7,35,1,10,North,Under_Construction
114118,114119,Karnataka,Bangalore,South-East,Villa,2,3074,480.02,0.16,2005,Semi-furnished,27,18,20,10,10,South,Ready_to_Move
114152,114153,Karnataka,Bangalore,South,Villa,4,4877,345.02,0.07,2023,Semi-furnished,4,18,2,6,10,South,Ready_to_Move
114280,114281,Karnataka,Bangalore,East,Apartment,2,839,147.58,0.18,2017,Furnished,2,19,8,9,7,South,Under_Construction
114285,114286,Karnataka,Bangalore,North-East,Apartment,2,534,103.45,0.19,1990,Semi-furnished,20,25,35,9,6,North,Ready_to_Move
114419,114420,Karnataka,Bangalore,South-East,Independent House,3,3799,340.94,0.09,2015,Unfurnished,21,22,10,6,10,West,Under_Construction
114552,114553,Karnataka,Bangalore,South-West,Villa,1,3352,148.06,0.04,1993,Semi-furnished,12,5,32,10,7,West,Under_Construction
114576,114577,Karnataka,Bangalore,East,Villa,4,666,404.66,0.61,2003,Furnished,21,24,22,5,1,South,Ready_to_Move
114583,114584,Karnataka,Bangalore,North-East,Villa,1,699,217.64,0.31,2023,Semi-furnished,8,6,2,3,4,East,Ready_to_Move
114698,114699,Karnataka,Bangalore,East,Apartment,4,4131,415.29,0.1,1995,Semi-furnished,19,13,30,6,5,South,Under_Construction
114858,114859,Karnataka,Bangalore,West,Villa,5,2134,223.38,0.1,2022,Unfurnished,1,25,3,5,5,East,Ready_to_Move
114961,114962,Karnataka,Bangalore,South-East,Apartment,5,3503,440.39,0.13,2023,Semi-furnished,12,15,2,10,3,West,Under_Construction
114964,114965,Karnataka,Bangalore,East,Independent House,1,1600,429.95,0.27,2016,Semi-furnished,2,27,9,10,9,North,Ready_to_Move
115005,115006,Karnataka,Bangalore,North,Apartment,3,3622,325.1,0.09,1996,Unfurnished,1,13,29,2,9,West,Under_Construction
115039,115040,Karnataka,Bangalore,West,Independent House,5,680,200.47,0.29,2023,Semi-furnished,24,19,2,1,6,East,Ready_to_Move
115103,115104,Karnataka,Bangalore,West,Independent House,2,1942,172.36,0.09,2016,Semi-furnished,7,22,9,3,7,South,Under_Construction
115161,115162,Karnataka,Bangalore,North-East,Apartment,4,1018,131.3,0.13,2015,Semi-furnished,3,6,10,4,10,East,Ready_to_Move
115165,115166,Karnataka,Bangalore,South-East,Apartment,1,4529,194.54,0.04,2013,Unfurnished,24,29,12,4,10,North,Under_Construction
115190,115191,Karnataka,Bangalore,North-East,Villa,1,4856,431.53,0.09,2018,Semi-furnished,8,5,7,5,6,East,Ready_to_Move
115207,115208,Karnataka,Bangalore,South,Independent House,5,524,222.32,0.42,1998,Furnished,17,26,27,3,3,South,Ready_to_Move
115244,115245,Karnataka,Bangalore,Central,Apartment,2,986,492.3,0.5,2000,Furnished,11,12,25,9,2,West,Under_Construction
115250,115251,Karnataka,Bangalore,East,Villa,1,4847,249.41,0.05,2011,Unfurnished,13,22,14,7,2,West,Ready_to_Move
115275,115276,Karnataka,Bangalore,South-East,Villa,5,663,16.74,0.03,2021,Semi-furnished,25,27,4,5,1,East,Under_Construction
115281,115282,Karnataka,Bangalore,Central,Independent House,2,1061,212.31,0.2,2019,Semi-furnished,29,15,6,10,2,West,Under_Construction
115378,115379,Karnataka,Bangalore,North,Villa,2,3802,121.51,0.03,1995,Unfurnished,6,15,30,3,1,South,Under_Construction
115442,115443,Karnataka,Bangalore,South-East,Apartment,2,2190,433.57,0.2,2015,Unfurnished,26,4,10,6,6,East,Under_Construction
115470,115471,Karnataka,Bangalore,North,Independent House,2,3653,399.41,0.11,2021,Unfurnished,6,7,4,2,3,North,Under_Construction
115540,115541,Karnataka,Bangalore,West,Apartment,4,2446,192.64,0.08,1998,Unfurnished,27,16,27,2,5,South,Ready_to_Move
115610,115611,Karnataka,Bangalore,South-West,Independent House,3,1668,122.97,0.07,2011,Furnished,3,13,14,1,4,West,Ready_to_Move
115630,115631,Karnataka,Bangalore,South,Independent House,1,3876,154.1,0.04,2009,Unfurnished,24,14,16,1,3,West,Under_Construction
115687,115688,Karnataka,Bangalore,Central,Independent House,5,925,209.51,0.23,2011,Unfurnished,30,6,14,8,7,East,Ready_to_Move
115693,115694,Karnataka,Bangalore,Central,Independent House,3,2821,170.68,0.06,1997,Semi-furnished,5,19,28,4,6,South,Under_Construction
115695,115696,Karnataka,Bangalore,North,Villa,5,2108,45.05,0.02,1993,Unfurnished,25,12,32,9,9,North,Under_Construction
115701,115702,Karnataka,Bangalore,East,Villa,4,1487,451.92,0.3,2013,Semi-furnished,17,23,12,7,6,West,Ready_to_Move
115720,115721,Karnataka,Bangalore,Central,Villa,1,972,13.24,0.01,2002,Unfurnished,25,18,23,6,10,South,Ready_to_Move
115722,115723,Karnataka,Bangalore,South-West,Apartment,5,1727,302.43,0.18,2012,Furnished,3,17,13,4,1,West,Ready_to_Move
115739,115740,Karnataka,Bangalore,East,Villa,3,4622,35.27,0.01,2009,Unfurnished,29,13,16,3,6,East,Under_Construction
115749,115750,Karnataka,Bangalore,South-West,Apartment,4,906,123.23,0.14,1994,Furnished,12,1,31,10,3,South,Under_Construction
115833,115834,Karnataka,Bangalore,North,Apartment,2,4361,57.72,0.01,2001,Unfurnished,2,6,24,1,7,West,Under_Construction
115876,115877,Karnataka,Bangalore,North-East,Independent House,4,3071,130.57,0.04,2000,Unfurnished,28,18,25,5,5,South,Under_Construction
115923,115924,Karnataka,Bangalore,Central,Villa,1,2156,462.07,0.21,1994,Furnished,0,5,31,6,9,East,Ready_to_Move
116027,116028,Karnataka,Bangalore,South,Apartment,2,2736,156.65,0.06,1996,Unfurnished,15,16,29,1,9,East,Ready_to_Move
116060,116061,Karnataka,Bangalore,East,Apartment,3,2373,161.53,0.07,1997,Furnished,15,1,28,7,7,South,Ready_to_Move
116115,116116,Karnataka,Bangalore,East,Villa,2,1188,93.07,0.08,1999,Semi-furnished,1,25,26,8,2,East,Ready_to_Move
116123,116124,Karnataka,Bangalore,East,Apartment,3,3988,262.91,0.07,2009,Semi-furnished,27,6,16,5,3,South,Ready_to_Move
116124,116125,Karnataka,Bangalore,South,Villa,1,4478,300.14,0.07,2002,Semi-furnished,28,21,23,7,10,South,Ready_to_Move
116140,116141,Karnataka,Bangalore,North,Villa,5,1077,82.74,0.08,1994,Unfurnished,24,19,31,3,8,West,Ready_to_Move
116298,116299,Karnataka,Bangalore,West,Independent House,2,2565,72.87,0.03,2003,Unfurnished,23,28,22,10,10,East,Under_Construction
116318,116319,Karnataka,Bangalore,South,Villa,5,2760,209.89,0.08,2002,Unfurnished,12,18,23,4,2,North,Under_Construction
116373,116374,Karnataka,Bangalore,Central,Apartment,4,4775,48.09,0.01,2006,Semi-furnished,28,20,19,1,9,South,Ready_to_Move
116451,116452,Karnataka,Bangalore,Central,Villa,4,3521,289.97,0.08,2004,Furnished,5,1,21,3,10,West,Ready_to_Move
116456,116457,Karnataka,Bangalore,Central,Independent House,5,1445,142.71,0.1,1998,Semi-furnished,2,6,27,8,7,East,Ready_to_Move
